species,spp10,spp2,dir_species,image,subset
09101_Plantae_Tracheophyta_Magnoliopsida_Oxalidales_Oxalidaceae_Oxalis_obtusa,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/09101_Plantae_Tracheophyta_Magnoliopsida_Oxalidales_Oxalidaceae_Oxalis_obtusa,38005dda-5975-41d8-8d30-899d156f41c7.jpg,train
09101_Plantae_Tracheophyta_Magnoliopsida_Oxalidales_Oxalidaceae_Oxalis_obtusa,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/09101_Plantae_Tracheophyta_Magnoliopsida_Oxalidales_Oxalidaceae_Oxalis_obtusa,394664b5-7db8-4567-93b1-8522430df3b7.jpg,train
09101_Plantae_Tracheophyta_Magnoliopsida_Oxalidales_Oxalidaceae_Oxalis_obtusa,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/09101_Plantae_Tracheophyta_Magnoliopsida_Oxalidales_Oxalidaceae_Oxalis_obtusa,3af56827-258e-4aa3-a3f8-8fb50126325c.jpg,train
09101_Plantae_Tracheophyta_Magnoliopsida_Oxalidales_Oxalidaceae_Oxalis_obtusa,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/09101_Plantae_Tracheophyta_Magnoliopsida_Oxalidales_Oxalidaceae_Oxalis_obtusa,3b942764-afd9-4cd5-b0fa-5f8a4dcadc2c.jpg,train
09101_Plantae_Tracheophyta_Magnoliopsida_Oxalidales_Oxalidaceae_Oxalis_obtusa,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/09101_Plantae_Tracheophyta_Magnoliopsida_Oxalidales_Oxalidaceae_Oxalis_obtusa,42727c06-d4e9-4371-8c66-c77f7d1eb525.jpg,train
09101_Plantae_Tracheophyta_Magnoliopsida_Oxalidales_Oxalidaceae_Oxalis_obtusa,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/09101_Plantae_Tracheophyta_Magnoliopsida_Oxalidales_Oxalidaceae_Oxalis_obtusa,46327044-0046-4bf5-b533-7a87fbfeb67f.jpg,train
09101_Plantae_Tracheophyta_Magnoliopsida_Oxalidales_Oxalidaceae_Oxalis_obtusa,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/09101_Plantae_Tracheophyta_Magnoliopsida_Oxalidales_Oxalidaceae_Oxalis_obtusa,4b7a2617-1ee0-4597-b11d-a8636dd4ac0b.jpg,train
09101_Plantae_Tracheophyta_Magnoliopsida_Oxalidales_Oxalidaceae_Oxalis_obtusa,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/09101_Plantae_Tracheophyta_Magnoliopsida_Oxalidales_Oxalidaceae_Oxalis_obtusa,4ccfeaa0-2d94-4a7f-a771-8c50401c6cc9.jpg,train
09101_Plantae_Tracheophyta_Magnoliopsida_Oxalidales_Oxalidaceae_Oxalis_obtusa,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/09101_Plantae_Tracheophyta_Magnoliopsida_Oxalidales_Oxalidaceae_Oxalis_obtusa,4ea39495-d262-43d9-8e96-96974be1df9f.jpg,train
09101_Plantae_Tracheophyta_Magnoliopsida_Oxalidales_Oxalidaceae_Oxalis_obtusa,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/09101_Plantae_Tracheophyta_Magnoliopsida_Oxalidales_Oxalidaceae_Oxalis_obtusa,4eb32db3-a752-4c7c-a731-358d10891131.jpg,train
09101_Plantae_Tracheophyta_Magnoliopsida_Oxalidales_Oxalidaceae_Oxalis_obtusa,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/09101_Plantae_Tracheophyta_Magnoliopsida_Oxalidales_Oxalidaceae_Oxalis_obtusa,55b64efe-f6e3-4ad2-836f-c295e4cf41f4.jpg,train
09101_Plantae_Tracheophyta_Magnoliopsida_Oxalidales_Oxalidaceae_Oxalis_obtusa,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/09101_Plantae_Tracheophyta_Magnoliopsida_Oxalidales_Oxalidaceae_Oxalis_obtusa,56ae93ed-796a-4805-be06-af0a980ba3b2.jpg,train
09101_Plantae_Tracheophyta_Magnoliopsida_Oxalidales_Oxalidaceae_Oxalis_obtusa,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/09101_Plantae_Tracheophyta_Magnoliopsida_Oxalidales_Oxalidaceae_Oxalis_obtusa,5cec1aa3-326d-4a1d-a261-62649ef65b1c.jpg,train
09101_Plantae_Tracheophyta_Magnoliopsida_Oxalidales_Oxalidaceae_Oxalis_obtusa,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/09101_Plantae_Tracheophyta_Magnoliopsida_Oxalidales_Oxalidaceae_Oxalis_obtusa,5e577b38-bdbc-4179-baa7-9f7f5a22aacc.jpg,train
09101_Plantae_Tracheophyta_Magnoliopsida_Oxalidales_Oxalidaceae_Oxalis_obtusa,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/09101_Plantae_Tracheophyta_Magnoliopsida_Oxalidales_Oxalidaceae_Oxalis_obtusa,635f7b9d-d5f7-4c24-af13-c2a862c97a27.jpg,train
09101_Plantae_Tracheophyta_Magnoliopsida_Oxalidales_Oxalidaceae_Oxalis_obtusa,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/09101_Plantae_Tracheophyta_Magnoliopsida_Oxalidales_Oxalidaceae_Oxalis_obtusa,6eb9dc5e-ef4c-4127-90eb-92710f389024.jpg,train
09101_Plantae_Tracheophyta_Magnoliopsida_Oxalidales_Oxalidaceae_Oxalis_obtusa,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/09101_Plantae_Tracheophyta_Magnoliopsida_Oxalidales_Oxalidaceae_Oxalis_obtusa,6f28939d-185c-4d58-97ad-4ed2fd551c04.jpg,train
09101_Plantae_Tracheophyta_Magnoliopsida_Oxalidales_Oxalidaceae_Oxalis_obtusa,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/09101_Plantae_Tracheophyta_Magnoliopsida_Oxalidales_Oxalidaceae_Oxalis_obtusa,702e66b1-a05e-409c-ba51-2397b77ca891.jpg,validation
09101_Plantae_Tracheophyta_Magnoliopsida_Oxalidales_Oxalidaceae_Oxalis_obtusa,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/09101_Plantae_Tracheophyta_Magnoliopsida_Oxalidales_Oxalidaceae_Oxalis_obtusa,76a07afc-ccea-42fb-b962-96520ac8047f.jpg,validation
09101_Plantae_Tracheophyta_Magnoliopsida_Oxalidales_Oxalidaceae_Oxalis_obtusa,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/09101_Plantae_Tracheophyta_Magnoliopsida_Oxalidales_Oxalidaceae_Oxalis_obtusa,78a4eb86-028c-4793-83f4-1c2daee2d7eb.jpg,validation
09101_Plantae_Tracheophyta_Magnoliopsida_Oxalidales_Oxalidaceae_Oxalis_obtusa,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/09101_Plantae_Tracheophyta_Magnoliopsida_Oxalidales_Oxalidaceae_Oxalis_obtusa,7a48acca-deb8-476d-94cf-58b8855e6c2f.jpg,validation
09101_Plantae_Tracheophyta_Magnoliopsida_Oxalidales_Oxalidaceae_Oxalis_obtusa,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/09101_Plantae_Tracheophyta_Magnoliopsida_Oxalidales_Oxalidaceae_Oxalis_obtusa,803f8015-0b63-46fb-b15e-1b6d3bdee3d5.jpg,validation
09101_Plantae_Tracheophyta_Magnoliopsida_Oxalidales_Oxalidaceae_Oxalis_obtusa,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/09101_Plantae_Tracheophyta_Magnoliopsida_Oxalidales_Oxalidaceae_Oxalis_obtusa,82ce6175-d98c-4414-a393-4be483d302a8.jpg,validation
09101_Plantae_Tracheophyta_Magnoliopsida_Oxalidales_Oxalidaceae_Oxalis_obtusa,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/09101_Plantae_Tracheophyta_Magnoliopsida_Oxalidales_Oxalidaceae_Oxalis_obtusa,886d6c92-ec10-47b9-9d64-ebf3eaae3112.jpg,validation
09101_Plantae_Tracheophyta_Magnoliopsida_Oxalidales_Oxalidaceae_Oxalis_obtusa,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/09101_Plantae_Tracheophyta_Magnoliopsida_Oxalidales_Oxalidaceae_Oxalis_obtusa,8fd73328-43d5-46cf-a6aa-97945568d718.jpg,validation
09101_Plantae_Tracheophyta_Magnoliopsida_Oxalidales_Oxalidaceae_Oxalis_obtusa,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/09101_Plantae_Tracheophyta_Magnoliopsida_Oxalidales_Oxalidaceae_Oxalis_obtusa,90f0c750-726b-4e95-914f-0c4251045caf.jpg,validation
09101_Plantae_Tracheophyta_Magnoliopsida_Oxalidales_Oxalidaceae_Oxalis_obtusa,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/09101_Plantae_Tracheophyta_Magnoliopsida_Oxalidales_Oxalidaceae_Oxalis_obtusa,a9a348bb-6346-4798-a8a0-e2ad22b5e4d7.jpg,validation
09101_Plantae_Tracheophyta_Magnoliopsida_Oxalidales_Oxalidaceae_Oxalis_obtusa,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/09101_Plantae_Tracheophyta_Magnoliopsida_Oxalidales_Oxalidaceae_Oxalis_obtusa,bfb6a755-4362-4bed-a18f-d388286425dc.jpg,test
09101_Plantae_Tracheophyta_Magnoliopsida_Oxalidales_Oxalidaceae_Oxalis_obtusa,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/09101_Plantae_Tracheophyta_Magnoliopsida_Oxalidales_Oxalidaceae_Oxalis_obtusa,c06ba7bf-49a0-415b-a074-d60f78e8c83b.jpg,test
09101_Plantae_Tracheophyta_Magnoliopsida_Oxalidales_Oxalidaceae_Oxalis_obtusa,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/09101_Plantae_Tracheophyta_Magnoliopsida_Oxalidales_Oxalidaceae_Oxalis_obtusa,ce1887a3-b14e-4fb2-9e75-c19c8471f93e.jpg,test
09101_Plantae_Tracheophyta_Magnoliopsida_Oxalidales_Oxalidaceae_Oxalis_obtusa,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/09101_Plantae_Tracheophyta_Magnoliopsida_Oxalidales_Oxalidaceae_Oxalis_obtusa,cf5bf4b8-6e73-4c24-931e-ee29c5323f0c.jpg,test
09101_Plantae_Tracheophyta_Magnoliopsida_Oxalidales_Oxalidaceae_Oxalis_obtusa,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/09101_Plantae_Tracheophyta_Magnoliopsida_Oxalidales_Oxalidaceae_Oxalis_obtusa,d9ac2911-a3ba-44da-a630-6f7e4a4e051e.jpg,test
09101_Plantae_Tracheophyta_Magnoliopsida_Oxalidales_Oxalidaceae_Oxalis_obtusa,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/09101_Plantae_Tracheophyta_Magnoliopsida_Oxalidales_Oxalidaceae_Oxalis_obtusa,e040136d-095a-4e06-b191-ba7ff3ad364e.jpg,test
09101_Plantae_Tracheophyta_Magnoliopsida_Oxalidales_Oxalidaceae_Oxalis_obtusa,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/09101_Plantae_Tracheophyta_Magnoliopsida_Oxalidales_Oxalidaceae_Oxalis_obtusa,ecfbe402-d5e8-42b7-86c1-15e97998c40c.jpg,test
09101_Plantae_Tracheophyta_Magnoliopsida_Oxalidales_Oxalidaceae_Oxalis_obtusa,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/09101_Plantae_Tracheophyta_Magnoliopsida_Oxalidales_Oxalidaceae_Oxalis_obtusa,f2255896-9c06-4d87-8ca6-9cd3f0e69f05.jpg,test
09101_Plantae_Tracheophyta_Magnoliopsida_Oxalidales_Oxalidaceae_Oxalis_obtusa,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/09101_Plantae_Tracheophyta_Magnoliopsida_Oxalidales_Oxalidaceae_Oxalis_obtusa,f4c634ad-cb63-4be1-b8a7-ddcba3f3ee8a.jpg,test
09101_Plantae_Tracheophyta_Magnoliopsida_Oxalidales_Oxalidaceae_Oxalis_obtusa,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/09101_Plantae_Tracheophyta_Magnoliopsida_Oxalidales_Oxalidaceae_Oxalis_obtusa,fce927fc-76da-44dc-a026-0a7a95378491.jpg,test
02915_Animalia_Chordata_Actinopterygii_Syngnathiformes_Aulostomidae_Aulostomus_chinensis,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/02915_Animalia_Chordata_Actinopterygii_Syngnathiformes_Aulostomidae_Aulostomus_chinensis,06ee4b34-96c8-40c0-a9c3-a24f46309158.jpg,train
02915_Animalia_Chordata_Actinopterygii_Syngnathiformes_Aulostomidae_Aulostomus_chinensis,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/02915_Animalia_Chordata_Actinopterygii_Syngnathiformes_Aulostomidae_Aulostomus_chinensis,0d2cf069-8226-490a-9969-a4fbaf5d5ff2.jpg,train
02915_Animalia_Chordata_Actinopterygii_Syngnathiformes_Aulostomidae_Aulostomus_chinensis,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/02915_Animalia_Chordata_Actinopterygii_Syngnathiformes_Aulostomidae_Aulostomus_chinensis,20ec9531-6a92-4b27-b0d6-4d1726cbf17b.jpg,train
02915_Animalia_Chordata_Actinopterygii_Syngnathiformes_Aulostomidae_Aulostomus_chinensis,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/02915_Animalia_Chordata_Actinopterygii_Syngnathiformes_Aulostomidae_Aulostomus_chinensis,25cf8108-e205-4508-961b-a70a7c9b24ca.jpg,train
02915_Animalia_Chordata_Actinopterygii_Syngnathiformes_Aulostomidae_Aulostomus_chinensis,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/02915_Animalia_Chordata_Actinopterygii_Syngnathiformes_Aulostomidae_Aulostomus_chinensis,26df0218-efff-43f6-9f2c-effe9a2e3130.jpg,train
02915_Animalia_Chordata_Actinopterygii_Syngnathiformes_Aulostomidae_Aulostomus_chinensis,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/02915_Animalia_Chordata_Actinopterygii_Syngnathiformes_Aulostomidae_Aulostomus_chinensis,297a1929-a397-4d7f-abe9-f570f5e6578d.jpg,train
02915_Animalia_Chordata_Actinopterygii_Syngnathiformes_Aulostomidae_Aulostomus_chinensis,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/02915_Animalia_Chordata_Actinopterygii_Syngnathiformes_Aulostomidae_Aulostomus_chinensis,309b4f0f-9138-43f6-80a8-f9f2a6886424.jpg,train
02915_Animalia_Chordata_Actinopterygii_Syngnathiformes_Aulostomidae_Aulostomus_chinensis,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/02915_Animalia_Chordata_Actinopterygii_Syngnathiformes_Aulostomidae_Aulostomus_chinensis,31b886a1-441e-4ee4-bbe5-1eae0996d3f3.jpg,train
02915_Animalia_Chordata_Actinopterygii_Syngnathiformes_Aulostomidae_Aulostomus_chinensis,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/02915_Animalia_Chordata_Actinopterygii_Syngnathiformes_Aulostomidae_Aulostomus_chinensis,31f7cf4e-225a-4b3f-bc5b-de314a16b0be.jpg,train
02915_Animalia_Chordata_Actinopterygii_Syngnathiformes_Aulostomidae_Aulostomus_chinensis,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/02915_Animalia_Chordata_Actinopterygii_Syngnathiformes_Aulostomidae_Aulostomus_chinensis,32b6de04-15f2-49eb-81c2-d759488cc2ef.jpg,train
02915_Animalia_Chordata_Actinopterygii_Syngnathiformes_Aulostomidae_Aulostomus_chinensis,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/02915_Animalia_Chordata_Actinopterygii_Syngnathiformes_Aulostomidae_Aulostomus_chinensis,3ad6860c-829f-40a9-b112-fb7cce748cec.jpg,train
02915_Animalia_Chordata_Actinopterygii_Syngnathiformes_Aulostomidae_Aulostomus_chinensis,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/02915_Animalia_Chordata_Actinopterygii_Syngnathiformes_Aulostomidae_Aulostomus_chinensis,3d6b834f-1568-4a2b-a3df-15771a5b2b96.jpg,train
02915_Animalia_Chordata_Actinopterygii_Syngnathiformes_Aulostomidae_Aulostomus_chinensis,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/02915_Animalia_Chordata_Actinopterygii_Syngnathiformes_Aulostomidae_Aulostomus_chinensis,44bfc185-8284-4598-9004-a56927aea328.jpg,train
02915_Animalia_Chordata_Actinopterygii_Syngnathiformes_Aulostomidae_Aulostomus_chinensis,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/02915_Animalia_Chordata_Actinopterygii_Syngnathiformes_Aulostomidae_Aulostomus_chinensis,47461678-484b-4841-85dc-e9209f9f82cb.jpg,train
02915_Animalia_Chordata_Actinopterygii_Syngnathiformes_Aulostomidae_Aulostomus_chinensis,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/02915_Animalia_Chordata_Actinopterygii_Syngnathiformes_Aulostomidae_Aulostomus_chinensis,4765353a-242e-4654-ba38-cd869126e6ec.jpg,train
02915_Animalia_Chordata_Actinopterygii_Syngnathiformes_Aulostomidae_Aulostomus_chinensis,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/02915_Animalia_Chordata_Actinopterygii_Syngnathiformes_Aulostomidae_Aulostomus_chinensis,48b4fc0e-b836-4e66-bd06-ad6db786b1cc.jpg,train
02915_Animalia_Chordata_Actinopterygii_Syngnathiformes_Aulostomidae_Aulostomus_chinensis,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/02915_Animalia_Chordata_Actinopterygii_Syngnathiformes_Aulostomidae_Aulostomus_chinensis,49eb1176-d893-4ae8-9943-a537b1848129.jpg,train
02915_Animalia_Chordata_Actinopterygii_Syngnathiformes_Aulostomidae_Aulostomus_chinensis,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/02915_Animalia_Chordata_Actinopterygii_Syngnathiformes_Aulostomidae_Aulostomus_chinensis,4b3b6c9d-41cf-447b-9024-07b6048b097a.jpg,train
02915_Animalia_Chordata_Actinopterygii_Syngnathiformes_Aulostomidae_Aulostomus_chinensis,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/02915_Animalia_Chordata_Actinopterygii_Syngnathiformes_Aulostomidae_Aulostomus_chinensis,58caf50c-3f83-4555-acb8-1ed5336c24aa.jpg,train
02915_Animalia_Chordata_Actinopterygii_Syngnathiformes_Aulostomidae_Aulostomus_chinensis,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/02915_Animalia_Chordata_Actinopterygii_Syngnathiformes_Aulostomidae_Aulostomus_chinensis,5ae69075-8ae1-4395-a3c7-0b3dbd075f67.jpg,train
02915_Animalia_Chordata_Actinopterygii_Syngnathiformes_Aulostomidae_Aulostomus_chinensis,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/02915_Animalia_Chordata_Actinopterygii_Syngnathiformes_Aulostomidae_Aulostomus_chinensis,66b243fe-e733-4798-a2b4-6a559db9bbdd.jpg,train
02915_Animalia_Chordata_Actinopterygii_Syngnathiformes_Aulostomidae_Aulostomus_chinensis,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/02915_Animalia_Chordata_Actinopterygii_Syngnathiformes_Aulostomidae_Aulostomus_chinensis,68aa8561-e3aa-4ec0-aa97-21cab0a4adeb.jpg,train
02915_Animalia_Chordata_Actinopterygii_Syngnathiformes_Aulostomidae_Aulostomus_chinensis,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/02915_Animalia_Chordata_Actinopterygii_Syngnathiformes_Aulostomidae_Aulostomus_chinensis,6a2d801f-1443-4abd-a14a-8f712efc5cdc.jpg,train
02915_Animalia_Chordata_Actinopterygii_Syngnathiformes_Aulostomidae_Aulostomus_chinensis,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/02915_Animalia_Chordata_Actinopterygii_Syngnathiformes_Aulostomidae_Aulostomus_chinensis,6b2587c4-fad5-4b6d-a34d-8e34e915686d.jpg,train
02915_Animalia_Chordata_Actinopterygii_Syngnathiformes_Aulostomidae_Aulostomus_chinensis,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/02915_Animalia_Chordata_Actinopterygii_Syngnathiformes_Aulostomidae_Aulostomus_chinensis,740f6744-6d27-4a64-a096-9ab3d6ac4e14.jpg,train
02915_Animalia_Chordata_Actinopterygii_Syngnathiformes_Aulostomidae_Aulostomus_chinensis,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/02915_Animalia_Chordata_Actinopterygii_Syngnathiformes_Aulostomidae_Aulostomus_chinensis,7ed7c303-0004-4c23-8837-5854f7e1021e.jpg,train
02915_Animalia_Chordata_Actinopterygii_Syngnathiformes_Aulostomidae_Aulostomus_chinensis,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/02915_Animalia_Chordata_Actinopterygii_Syngnathiformes_Aulostomidae_Aulostomus_chinensis,805e3f57-e12e-4b29-b72a-e53ae0412c5b.jpg,train
02915_Animalia_Chordata_Actinopterygii_Syngnathiformes_Aulostomidae_Aulostomus_chinensis,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/02915_Animalia_Chordata_Actinopterygii_Syngnathiformes_Aulostomidae_Aulostomus_chinensis,80870fb2-49a2-4316-95c6-a492e650eb6a.jpg,train
02915_Animalia_Chordata_Actinopterygii_Syngnathiformes_Aulostomidae_Aulostomus_chinensis,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/02915_Animalia_Chordata_Actinopterygii_Syngnathiformes_Aulostomidae_Aulostomus_chinensis,8a08dba0-2233-4a3e-b1b5-a41b38957890.jpg,train
02915_Animalia_Chordata_Actinopterygii_Syngnathiformes_Aulostomidae_Aulostomus_chinensis,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/02915_Animalia_Chordata_Actinopterygii_Syngnathiformes_Aulostomidae_Aulostomus_chinensis,8ea44b99-3f6a-4a34-a27b-a6fb882866e1.jpg,train
02915_Animalia_Chordata_Actinopterygii_Syngnathiformes_Aulostomidae_Aulostomus_chinensis,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/02915_Animalia_Chordata_Actinopterygii_Syngnathiformes_Aulostomidae_Aulostomus_chinensis,90a7a5fa-e510-4fb3-99c5-e3a201ad38ca.jpg,validation
02915_Animalia_Chordata_Actinopterygii_Syngnathiformes_Aulostomidae_Aulostomus_chinensis,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/02915_Animalia_Chordata_Actinopterygii_Syngnathiformes_Aulostomidae_Aulostomus_chinensis,93281ad4-857f-442d-b868-2779e0f0eb55.jpg,validation
